Fecha,Juego,Ingresos_Brutos,Ganancia_Neta
2023-08-08,Ruleta,6838.15,2474.21
2023-12-30,Poker,9093.24,6486.95
2023-01-20,Ruleta,6611.55,2586.08
2023-06-01,Tragamonedas,2181.59,2139.64
2023-02-19,Tragamonedas,3787.23,3972.43
2023-06-26,Blackjack,2816.15,5854.71
2023-04-06,Ruleta,9179.44,1170.45
2023-04-15,Poker,7843.6,6629.63
2023-09-07,Poker,7087.59,5667.97
2023-04-27,Poker,3708.7,1678.13
2023-12-20,Blackjack,2656.4,5128.05
2023-08-16,Tragamonedas,7808.06,3002.23
2023-03-07,Poker,5267.42,3114.92
2023-12-01,Tragamonedas,3032.11,5591.39
2023-09-19,Blackjack,6549.6,6758.1
2023-10-22,Ruleta,1363.0,1323.26
2023-08-31,Ruleta,3935.53,3234.1
2023-07-05,Ruleta,5217.01,3626.12
2023-09-03,Poker,2331.63,2946.03
2023-05-05,Ruleta,9861.89,2860.73
2023-09-25,Poker,2881.88,839.75
2023-05-11,Blackjack,2173.18,4956.0
2023-08-25,Blackjack,2831.81,3335.39
2023-01-18,Poker,7921.55,1766.16
2023-02-09,Tragamonedas,4829.55,5804.22
2023-01-21,Ruleta,6088.74,5716.64
2023-08-13,Ruleta,1189.08,3661.55
2023-12-21,Ruleta,1309.88,2439.93
2023-10-09,Poker,5012.43,4647.6
2023-01-08,Blackjack,8349.9,2372.99
2023-04-10,Ruleta,8967.15,2034.05
2023-08-28,Blackjack,1780.36,5248.35
2023-03-28,Ruleta,5845.27,762.11
2023-10-25,Ruleta,9219.07,1116.0
2023-01-14,Poker,4491.75,544.12
2023-11-30,Tragamonedas,8466.09,1494.13
2023-01-02,Poker,2203.26,948.44
2023-10-20,Ruleta,9418.55,6972.72
2023-11-21,Ruleta,7762.81,2377.26
2023-02-10,Tragamonedas,9472.01,1470.24
2023-11-14,Blackjack,7089.56,2066.48
2023-11-12,Blackjack,4270.64,6584.82
2023-04-21,Ruleta,9443.63,3881.04
2023-01-14,Blackjack,3480.1,2871.32
2023-08-19,Ruleta,3989.55,6177.04
2023-03-25,Tragamonedas,7307.28,3067.44
2023-05-10,Tragamonedas,7887.85,2677.56
2023-08-19,Ruleta,9364.63,1847.34
2023-11-22,Tragamonedas,2843.22,2955.68
2023-05-25,Poker,8181.98,2558.45
2023-12-11,Poker,7646.91,4902.48
2023-01-28,Tragamonedas,1574.15,2382.29
2023-03-07,Ruleta,4485.01,4251.8
2023-06-12,Ruleta,3544.89,928.3
2023-08-17,Tragamonedas,3740.41,1743.38
2023-09-18,Blackjack,9846.52,3148.13
2023-06-13,Poker,6785.0,6590.17
2023-10-28,Blackjack,7459.09,2952.14
2023-10-30,Ruleta,9789.56,4816.48
2023-10-14,Ruleta,4394.82,2158.07
2023-01-10,Blackjack,8216.56,1325.72
2023-07-14,Tragamonedas,4910.78,880.49
2023-04-28,Blackjack,8825.8,2485.19
2023-09-27,Blackjack,2625.92,1524.8
2023-03-21,Poker,9529.18,1631.07
2023-04-03,Poker,2968.95,5444.94
2023-09-23,Blackjack,3935.98,602.95
2023-11-28,Blackjack,7805.73,4125.77
2023-12-16,Ruleta,4543.8,2966.5
2023-12-27,Poker,6473.9,3792.57
2023-09-14,Poker,5001.16,4158.4
2023-05-13,Ruleta,7681.33,2536.89
2023-10-03,Tragamonedas,3054.98,2418.21
2023-09-21,Poker,1526.12,5267.11
2023-06-20,Poker,3699.36,6163.3
2023-01-01,Tragamonedas,5268.78,1751.78
2023-11-09,Poker,2512.18,1134.52
2023-03-05,Poker,4193.18,6335.67
2023-10-11,Tragamonedas,4599.85,2774.32
2023-05-01,Tragamonedas,1516.53,4083.56
2023-04-17,Blackjack,6249.77,2837.03
2023-06-24,Ruleta,8959.09,1317.72
2023-07-23,Ruleta,2365.69,4330.66
2023-06-14,Tragamonedas,6380.27,3913.42
2023-11-01,Tragamonedas,6982.65,1819.46
2023-04-30,Poker,4774.01,3437.15
2023-02-13,Blackjack,7309.88,5680.16
2023-11-08,Blackjack,4696.58,4337.77
2023-06-05,Tragamonedas,5541.74,1129.96
2023-07-26,Poker,1066.18,4062.14
2023-04-18,Poker,7225.48,5067.8
2023-09-08,Ruleta,6952.08,5652.57
2023-11-30,Ruleta,1345.61,4589.26
2023-05-10,Poker,4314.25,1492.28
2023-10-20,Ruleta,9811.29,5116.13
2023-01-20,Tragamonedas,4786.63,4902.72
2023-10-09,Poker,5517.51,658.77
2023-10-12,Ruleta,9189.37,3176.36
2023-01-01,Blackjack,7455.36,2664.18
2023-04-29,Poker,6238.63,4851.18
2023-02-04,Poker,8180.24,1904.88
2023-07-17,Blackjack,8779.3,4340.67
2023-09-02,Tragamonedas,5111.99,6435.84
2023-02-28,Blackjack,5275.98,5685.72
2023-11-21,Poker,4474.46,6489.48
2023-06-10,Tragamonedas,9700.36,6860.29
2023-06-28,Ruleta,7274.5,569.36
2023-07-25,Ruleta,1749.01,4547.82
2023-01-12,Ruleta,8766.64,3183.46
2023-10-03,Poker,5325.04,6089.05
2023-06-30,Blackjack,1618.79,2136.8
2023-08-30,Tragamonedas,5947.46,6876.69
2023-08-04,Ruleta,4754.48,4489.1
2023-09-08,Tragamonedas,8899.74,5657.99
2023-10-26,Poker,2835.95,1056.4
2023-05-06,Ruleta,8438.18,1692.48
2023-08-05,Poker,6019.2,5429.62
2023-11-02,Blackjack,1491.49,642.91
2023-10-12,Poker,9746.61,5809.71
2023-07-04,Poker,5613.54,590.67
2023-02-08,Blackjack,3617.89,4771.27
2023-08-11,Tragamonedas,5224.66,2873.11
2023-07-03,Blackjack,8720.72,4474.72
2023-06-27,Blackjack,3744.13,5024.2
2023-10-21,Poker,2734.09,2726.09
2023-12-06,Tragamonedas,2161.64,1201.76
2023-05-31,Ruleta,3680.73,952.7
2023-05-06,Blackjack,8020.43,4328.08
2023-10-28,Tragamonedas,5244.64,3884.26
2023-11-04,Blackjack,3047.33,5324.31
2023-12-02,Blackjack,2495.66,3813.28
2023-08-22,Blackjack,3994.57,3245.9
2023-01-08,Blackjack,9459.32,3087.57
2023-12-07,Poker,4087.24,671.9
2023-05-09,Tragamonedas,9893.12,2681.12
2023-09-21,Tragamonedas,5367.07,6844.13
2023-06-06,Tragamonedas,2612.48,6178.11
2023-12-18,Blackjack,9020.26,2640.96
2023-12-24,Poker,5143.2,4320.67
2023-01-05,Blackjack,7387.04,6007.43
2023-03-27,Blackjack,9853.4,3368.28
2023-06-24,Tragamonedas,1451.58,616.73
2023-10-17,Blackjack,1870.25,984.32
2023-07-12,Ruleta,7484.11,3817.55
2023-11-07,Blackjack,3536.43,6801.36
2023-04-29,Ruleta,2658.71,5005.86
2023-08-06,Blackjack,1354.26,960.96
2023-04-24,Poker,1196.62,1730.85
2023-05-25,Poker,7970.37,5513.6
2023-01-26,Tragamonedas,2209.9,5969.36
2023-05-16,Blackjack,5209.49,4515.01
2023-10-30,Ruleta,6453.07,4688.75
2023-08-20,Ruleta,4855.17,684.19
2023-03-17,Blackjack,1243.96,5885.45
2023-11-24,Ruleta,8051.51,5623.79
2023-12-11,Poker,1094.62,2183.73
2023-10-29,Ruleta,7857.01,5106.4
2023-10-16,Tragamonedas,9039.74,1896.55
2023-01-01,Poker,4895.56,762.15
2023-05-27,Poker,5819.88,1807.39
2023-10-14,Poker,5292.85,1661.09
2023-05-22,Blackjack,4502.88,2695.36
2023-02-22,Blackjack,8986.82,3219.92
2023-10-31,Poker,9045.4,3805.5
2023-03-10,Blackjack,4022.35,3598.9
2023-12-27,Ruleta,6535.63,2259.38
2023-03-31,Blackjack,9342.17,689.61
2023-08-08,Blackjack,9658.53,4433.16
2023-07-11,Poker,5580.63,3072.34
2023-03-04,Tragamonedas,5075.42,2441.37
2023-03-14,Tragamonedas,3508.25,6135.12
2023-06-10,Tragamonedas,9629.85,5353.83
2023-06-18,Ruleta,2285.33,6075.48
2023-03-30,Blackjack,6218.47,3717.39
2023-06-25,Tragamonedas,3542.95,1351.05
2023-09-26,Poker,3511.07,5025.44
2023-03-14,Tragamonedas,4644.72,1839.48
2023-09-02,Tragamonedas,9989.14,3367.99
2023-03-18,Blackjack,1494.7,922.51
2023-06-08,Blackjack,6206.88,5864.5
2023-11-20,Blackjack,1743.15,1318.61
2023-04-08,Ruleta,2390.69,6370.13
2023-04-12,Ruleta,4956.07,6117.5
2023-05-12,Tragamonedas,5594.14,3519.79
2023-04-12,Blackjack,3329.13,5338.39
2023-01-19,Tragamonedas,3848.11,4526.39
2023-03-23,Poker,1782.7,5719.99
2023-10-06,Poker,3728.98,3306.73
2023-12-05,Blackjack,9699.03,5607.76
2023-12-31,Blackjack,9502.37,3505.97
2023-11-27,Poker,4013.9,6616.28
2023-05-09,Blackjack,6137.69,3661.42
2023-12-10,Ruleta,9186.36,3507.03
2023-11-06,Ruleta,1055.65,5602.97
2023-03-30,Blackjack,8296.15,5840.25
2023-08-01,Poker,9535.33,4104.18
2023-05-23,Tragamonedas,1821.93,1668.69
2023-03-06,Blackjack,2453.03,3540.43
2023-03-17,Blackjack,9646.72,6792.47
2023-07-18,Tragamonedas,5837.86,5394.41
2023-05-23,Blackjack,1127.77,5772.56
2023-11-12,Tragamonedas,3318.69,713.37
2023-04-03,Poker,5049.49,3541.09
2023-11-01,Ruleta,7236.18,4703.04
2023-08-12,Poker,7598.44,5895.21
2023-10-18,Ruleta,9958.79,820.28
2023-04-12,Tragamonedas,3587.6,6040.85
2023-09-24,Ruleta,5843.98,4064.61
2023-12-21,Poker,5799.91,1782.54
2023-04-20,Ruleta,4650.81,2562.16
2023-11-26,Tragamonedas,2522.46,2332.54
2023-09-22,Ruleta,9797.11,3950.58
2023-01-03,Blackjack,8679.85,835.96
2023-03-26,Poker,5485.0,1530.49
2023-10-09,Blackjack,6429.21,5782.5
2023-11-24,Tragamonedas,3045.35,1361.93
2023-10-31,Ruleta,5894.08,2017.08
2023-04-27,Blackjack,7254.73,3446.91
2023-08-09,Blackjack,5636.5,3861.29
2023-06-03,Ruleta,9912.57,5463.47
2023-06-02,Ruleta,6502.07,3407.66
2023-01-12,Poker,4338.76,5634.12
2023-05-13,Blackjack,7949.37,4519.25
2023-10-31,Blackjack,2534.16,1235.15
2023-10-20,Tragamonedas,4460.64,1516.15
2023-10-27,Poker,4122.63,3340.72
2023-08-16,Tragamonedas,4886.26,3079.78
2023-09-28,Blackjack,8036.02,5333.04
2023-02-12,Tragamonedas,5357.56,4274.79
2023-12-09,Blackjack,8146.13,3022.87
2023-11-22,Blackjack,6188.4,1609.94
2023-10-29,Tragamonedas,4078.62,1974.44
2023-12-30,Tragamonedas,8289.81,4240.76
2023-01-21,Ruleta,3144.61,3252.35
2023-04-17,Ruleta,3019.45,3847.03
2023-12-02,Ruleta,5540.53,1609.4
2023-10-30,Blackjack,3347.64,4808.89
2023-04-27,Tragamonedas,1081.78,6041.5
2023-05-04,Poker,6834.68,2176.61
2023-10-08,Blackjack,5599.84,3694.84
2023-10-19,Poker,5009.66,6840.93
2023-07-22,Tragamonedas,9702.72,2666.07
2023-02-20,Blackjack,6140.79,4367.8
2023-09-28,Poker,8770.88,1086.27
2023-11-20,Poker,2255.05,4439.1
2023-10-04,Ruleta,6122.86,1082.61
2023-05-21,Ruleta,8811.82,6735.03
2023-10-02,Ruleta,6247.95,5151.81
2023-10-17,Blackjack,7462.13,5623.04
2023-11-30,Tragamonedas,4348.39,5076.68
2023-02-21,Tragamonedas,1832.05,4333.24
2023-01-27,Ruleta,5121.1,3424.43
2023-06-06,Ruleta,4550.31,6079.43
2023-08-27,Ruleta,8803.54,6719.43
2023-06-05,Poker,3195.96,3743.74
2023-10-18,Ruleta,9700.61,6554.98
2023-05-16,Poker,9623.24,4291.66
2023-05-24,Tragamonedas,3228.68,3999.5
2023-04-16,Blackjack,4132.47,3454.14
2023-06-07,Blackjack,9060.0,1860.37
2023-05-26,Blackjack,9699.6,524.18
2023-01-02,Blackjack,4990.95,2069.79
2023-03-18,Poker,3888.97,3813.2
2023-05-12,Poker,5734.85,2969.74
2023-03-31,Ruleta,7189.92,3415.15
2023-12-11,Poker,3461.27,6874.21
2023-12-16,Ruleta,7628.26,2776.77
2023-09-20,Ruleta,1464.92,3439.19
2023-12-17,Blackjack,1443.65,1367.85
2023-04-18,Poker,4476.59,811.73
2023-03-15,Poker,4181.26,5540.16
2023-02-08,Ruleta,3840.7,4209.44
2023-06-08,Ruleta,5419.18,5444.58
2023-03-12,Tragamonedas,3886.6,1474.11
2023-11-08,Tragamonedas,2730.32,4216.89
2023-08-29,Ruleta,3785.23,2148.68
2023-10-25,Tragamonedas,9774.14,1982.4
2023-02-05,Tragamonedas,4700.02,574.92
2023-03-25,Ruleta,5002.41,1347.21
2023-09-20,Ruleta,6188.9,2510.24
2023-11-06,Poker,9850.07,1259.71
2023-06-21,Ruleta,3174.41,6908.08
2023-06-22,Ruleta,7131.54,2506.11
2023-12-28,Blackjack,7443.86,1347.11
2023-02-16,Poker,6465.92,1794.04
2023-05-21,Poker,1797.21,4320.07
2023-04-28,Poker,7091.85,916.28
2023-10-04,Blackjack,1576.85,6105.82
2023-08-02,Ruleta,6365.28,6749.75
2023-08-08,Poker,7656.23,2103.86
2023-01-26,Poker,2898.73,3425.62
2023-01-09,Tragamonedas,8574.6,643.87
2023-09-28,Poker,1273.18,4664.62
2023-01-10,Ruleta,8594.32,3190.52
2023-05-01,Ruleta,5142.96,2255.38
2023-05-05,Tragamonedas,2958.29,1844.44
2023-06-19,Poker,2204.0,4751.15
2023-03-13,Poker,9579.76,3205.41
2023-06-01,Poker,1653.99,1667.79
2023-07-27,Blackjack,2791.84,4979.21
2023-02-18,Poker,4130.4,4172.97
2023-06-03,Ruleta,6582.11,6081.37
2023-12-13,Ruleta,5903.21,1263.59
2023-10-20,Blackjack,2130.79,5606.83
2023-03-09,Blackjack,3607.55,4877.86
2023-02-19,Poker,3148.77,1247.57
2023-06-01,Tragamonedas,2921.89,5016.33
2023-01-19,Blackjack,4700.3,3370.06
2023-04-10,Blackjack,7336.28,6642.4
2023-03-01,Poker,2957.08,1420.47
2023-06-16,Poker,4300.11,4678.42
2023-07-21,Blackjack,4518.26,2982.87
2023-12-11,Tragamonedas,9788.11,6719.3
2023-05-26,Blackjack,9592.0,2644.84
2023-06-13,Poker,8201.24,6754.21
2023-08-30,Poker,3174.93,6359.66
2023-03-10,Blackjack,1612.34,2257.49
2023-06-24,Tragamonedas,3852.14,5723.02
2023-02-18,Blackjack,3401.15,6971.43
2023-04-18,Blackjack,5553.33,2142.31
2023-08-14,Poker,7999.55,3339.05
2023-06-10,Tragamonedas,8724.91,3881.17
2023-04-29,Ruleta,8603.78,2417.05
2023-05-29,Tragamonedas,4237.08,599.22
2023-05-30,Blackjack,7185.11,1930.84
2023-10-20,Blackjack,3815.51,2332.59
2023-05-23,Blackjack,1548.15,3383.4
2023-06-09,Tragamonedas,7314.09,1612.17
2023-01-11,Poker,1088.45,6176.15
2023-05-18,Blackjack,4682.64,5081.92
2023-03-19,Blackjack,3964.41,1053.8
2023-03-18,Tragamonedas,7240.4,4725.6
2023-09-11,Ruleta,7896.21,4748.77
2023-09-15,Ruleta,3736.85,6715.44
2023-11-16,Poker,8304.64,519.64
2023-10-18,Poker,3645.25,2111.56
2023-09-20,Blackjack,5016.94,6530.64
2023-03-26,Tragamonedas,7543.17,6558.87
2023-05-26,Blackjack,7236.28,5183.81
2023-11-19,Poker,9886.32,5477.46
2023-02-11,Tragamonedas,3026.45,1094.64
2023-05-05,Tragamonedas,6960.86,3840.19
2023-06-16,Poker,6487.14,2005.29
2023-08-29,Ruleta,9235.89,1677.92
2023-10-07,Ruleta,2407.26,5766.97
2023-07-07,Tragamonedas,7766.18,1377.75
2023-10-29,Blackjack,6114.42,3546.24
2023-01-19,Ruleta,3471.99,6600.76
2023-03-09,Blackjack,5269.91,1707.91
2023-08-06,Ruleta,4003.99,6856.96
2023-04-12,Ruleta,6213.82,6962.87
2023-02-11,Blackjack,9001.01,4111.51
2023-10-15,Poker,6123.74,1605.93
2023-06-16,Ruleta,6685.5,2554.68
2023-04-19,Ruleta,5668.73,3259.2
2023-02-05,Blackjack,1460.49,2510.61
2023-08-20,Poker,3095.73,2324.13
2023-08-17,Ruleta,5428.02,6819.49
2023-12-19,Ruleta,3792.12,1496.87
2023-06-13,Poker,2635.87,5266.63
2023-03-14,Ruleta,5537.2,502.67
2023-05-16,Poker,3905.29,4375.19
2023-12-19,Poker,3322.97,6453.63
2023-03-11,Blackjack,5175.87,2371.57
2023-07-15,Tragamonedas,2199.56,1705.92
2023-09-26,Poker,9349.71,4735.92
2023-02-18,Blackjack,8809.32,5131.91
2023-11-12,Tragamonedas,7368.59,4972.2
2023-05-10,Ruleta,1955.92,2575.56
2023-01-05,Tragamonedas,7982.9,2139.32
2023-01-27,Poker,8271.62,6713.47
2023-06-09,Poker,7909.88,6501.45
2023-05-29,Poker,2025.69,3472.56
2023-09-21,Poker,6795.17,6000.26
2023-08-18,Poker,8508.92,3440.1
2023-07-19,Blackjack,6196.18,3258.53
2023-02-19,Poker,6817.67,1518.96
2023-03-08,Blackjack,5125.27,3271.64
2023-10-27,Ruleta,5758.37,3993.21
2023-02-27,Poker,1309.39,646.28
2023-09-16,Poker,6750.67,3386.73
2023-12-08,Tragamonedas,1733.02,5578.82
2023-11-22,Ruleta,4915.13,4920.3
2023-05-10,Poker,3633.9,4628.52
2023-08-03,Poker,5908.85,6412.11
2023-06-21,Ruleta,2200.75,617.21
2023-09-15,Blackjack,7224.79,4120.81
2023-04-12,Poker,8155.1,5617.77
2023-07-28,Tragamonedas,2470.19,4018.68
2023-10-18,Poker,1938.82,2605.32
2023-12-20,Tragamonedas,2309.64,1385.63
2023-10-13,Tragamonedas,8894.15,6269.16
2023-04-26,Poker,5753.7,3559.96
2023-09-21,Poker,5205.35,6207.75
2023-05-30,Tragamonedas,1960.41,4308.04
2023-10-27,Ruleta,6846.0,4882.25
2023-02-05,Ruleta,8812.0,5727.7
2023-11-29,Poker,8453.67,4784.51
2023-10-14,Blackjack,6634.49,3087.36
2023-10-30,Ruleta,1677.51,3838.62
2023-11-07,Poker,2011.57,5719.8
2023-07-27,Ruleta,1443.78,2928.73
2023-04-16,Blackjack,3317.31,3022.79
2023-06-07,Poker,2220.95,1121.99
2023-05-01,Blackjack,3340.43,6444.8
2023-02-24,Poker,4465.52,1091.74
2023-01-12,Blackjack,9486.85,4713.36
2023-05-25,Ruleta,6493.38,3185.76
2023-05-16,Ruleta,8514.76,3136.53
2023-01-03,Blackjack,7393.16,4917.09
2023-05-24,Blackjack,2012.53,936.11
2023-01-30,Blackjack,7623.28,4359.09
2023-08-25,Poker,3475.89,5518.21
2023-10-06,Ruleta,6751.97,5883.38
2023-12-14,Poker,4068.66,1608.45
2023-04-25,Ruleta,9979.05,6333.22
2023-04-14,Tragamonedas,3371.96,4764.95
2023-04-28,Poker,3512.17,6232.06
2023-01-05,Ruleta,9376.05,3654.32
2023-12-26,Ruleta,1221.8,4023.22
2023-09-05,Poker,7270.2,6473.75
2023-12-30,Poker,7527.94,6349.41
2023-11-17,Ruleta,8527.41,3413.05
2023-05-01,Poker,9769.95,2283.68
2023-10-13,Blackjack,9780.42,3055.61
2023-05-29,Poker,1587.49,3020.47
2023-03-25,Poker,8396.55,2364.63
2023-08-19,Poker,6816.79,2245.77
2023-10-15,Ruleta,6826.08,6096.91
2023-06-10,Blackjack,2155.15,954.1
2023-09-29,Tragamonedas,6851.68,4904.47
2023-02-07,Tragamonedas,9842.34,1623.33
2023-08-14,Blackjack,9206.37,2739.29
2023-05-22,Blackjack,4952.18,900.03
2023-10-19,Blackjack,1359.53,2254.83
2023-05-31,Ruleta,4260.64,5494.74
2023-04-24,Tragamonedas,8437.51,6252.6
2023-08-25,Blackjack,7313.49,1939.93
2023-03-07,Ruleta,5134.09,3513.06
2023-12-27,Tragamonedas,1495.91,3557.11
2023-12-07,Poker,4842.05,6178.24
2023-09-15,Ruleta,5221.22,5458.19
2023-09-06,Tragamonedas,9357.0,3835.0
2023-11-27,Ruleta,6769.77,4859.86
2023-11-19,Tragamonedas,3804.88,6007.81
2023-06-29,Tragamonedas,5727.86,562.0
2023-07-09,Poker,1594.5,3118.79
2023-06-03,Ruleta,9753.11,6397.08
2023-07-15,Blackjack,4240.54,5312.03
2023-11-07,Poker,5300.81,4028.47
2023-09-19,Poker,4197.56,3942.69
2023-05-23,Tragamonedas,7142.61,2760.51
2023-12-08,Blackjack,6960.09,3883.38
2023-11-12,Ruleta,7437.9,4759.99
2023-04-11,Blackjack,3413.29,3219.36
2023-09-01,Blackjack,3841.02,5142.0
2023-01-12,Blackjack,2127.26,6098.01
2023-08-27,Blackjack,6899.59,1505.45
2023-02-18,Blackjack,1358.17,3435.06
2023-02-11,Tragamonedas,6379.14,3152.13
2023-06-15,Tragamonedas,8827.26,4968.52
2023-03-23,Poker,9017.49,2124.14
2023-10-18,Tragamonedas,5041.34,4661.63
2023-06-07,Poker,5133.73,6203.68
2023-08-04,Poker,1692.72,3217.86
2023-06-07,Ruleta,7036.89,6421.6
2023-05-14,Blackjack,8391.33,6955.56
2023-03-08,Tragamonedas,3201.9,1189.6
2023-12-02,Ruleta,4791.71,2014.85
2023-01-07,Tragamonedas,8549.55,6677.47
2023-01-14,Poker,8894.08,6729.13
2023-03-14,Tragamonedas,3188.62,1135.1
2023-06-12,Blackjack,5955.14,597.49
2023-03-07,Poker,2732.44,1547.15
2023-12-13,Poker,1916.91,6974.08
2023-05-10,Ruleta,9200.08,1670.0
2023-07-25,Blackjack,8384.57,3766.56
2023-10-03,Poker,7840.31,6014.72
2023-09-13,Blackjack,1438.9,632.61
2023-09-23,Tragamonedas,8593.56,4429.18
2023-01-25,Blackjack,4942.4,2300.67
2023-10-08,Poker,4081.56,6105.18
2023-09-10,Ruleta,5918.29,2342.5
2023-11-06,Poker,1822.18,4963.91
2023-10-16,Blackjack,7809.82,4882.43
2023-06-13,Blackjack,6241.92,1939.71
2023-04-05,Poker,2679.31,726.19
2023-09-27,Blackjack,2694.09,3160.12
2023-11-17,Tragamonedas,2658.24,2379.76
2023-04-20,Poker,1513.02,5758.36
2023-12-02,Ruleta,6290.19,5702.37
2023-11-06,Poker,8563.13,3470.66
2023-08-26,Tragamonedas,1157.48,4442.33
2023-01-25,Tragamonedas,1441.04,4427.69
2023-05-21,Tragamonedas,6154.93,5876.53
2023-04-27,Tragamonedas,8375.46,3262.52
2023-01-25,Tragamonedas,3940.65,2290.4
2023-03-20,Ruleta,4146.53,2222.73
2023-03-09,Blackjack,6367.12,3985.25
2023-06-22,Tragamonedas,3467.92,3419.46
2023-01-12,Tragamonedas,1239.48,3360.79
2023-10-15,Poker,7617.06,1092.39
2023-05-08,Ruleta,6630.85,5170.92
2023-04-06,Ruleta,6226.8,1889.29
2023-04-02,Blackjack,7675.16,1780.2
2023-05-21,Ruleta,7077.08,3182.93
2023-01-31,Poker,2852.94,1980.56
2023-11-30,Poker,4172.33,4295.08
2023-01-20,Blackjack,2134.99,2914.51
2023-05-26,Poker,2168.71,3417.93
2023-11-12,Tragamonedas,7085.76,3991.6
2023-06-09,Tragamonedas,8727.4,1822.98
2023-12-15,Poker,9664.59,1512.39
2023-02-12,Blackjack,6655.12,6222.74
2023-09-11,Ruleta,2656.91,3319.2
2023-05-10,Blackjack,1950.85,3178.61
2023-03-01,Ruleta,8315.66,731.48
2023-05-31,Poker,6208.81,3736.85
2023-10-14,Poker,6564.57,4102.1
2023-01-05,Tragamonedas,8033.16,4132.47
2023-09-23,Ruleta,7329.5,5095.7
2023-12-11,Blackjack,8510.12,1653.63
2023-05-10,Poker,1505.93,2139.45
2023-09-24,Blackjack,7727.69,5769.75
2023-06-27,Tragamonedas,8657.67,6656.61
2023-09-10,Ruleta,3575.22,1383.56
2023-02-25,Ruleta,6764.03,3734.72
2023-03-24,Poker,3827.46,1892.15
2023-04-09,Ruleta,9621.74,890.48
2023-05-29,Poker,1300.81,2615.77
2023-11-25,Tragamonedas,6218.14,1433.97
2023-06-05,Ruleta,2498.53,5114.56
2023-07-09,Poker,7409.98,3969.22
2023-09-20,Blackjack,2583.01,1434.92
2023-03-21,Poker,3118.45,560.07
2023-09-09,Ruleta,5449.34,5753.02
2023-04-07,Tragamonedas,9233.51,1645.26
2023-09-17,Ruleta,2905.43,4440.41
2023-09-17,Ruleta,2298.16,2689.99
2023-04-13,Poker,7830.79,4305.66
2023-02-09,Blackjack,5505.58,2551.75
2023-09-30,Ruleta,9206.07,1065.11
2023-04-11,Blackjack,2319.53,1949.18
2023-12-25,Poker,6813.35,1722.38
2023-11-04,Blackjack,3095.91,3282.13
2023-08-09,Poker,2410.84,4778.84
2023-11-04,Tragamonedas,7150.86,2214.74
2023-05-04,Blackjack,6343.16,578.45
2023-08-19,Blackjack,7793.45,3873.09
2023-06-27,Tragamonedas,3785.16,4437.44
2023-03-04,Blackjack,5031.74,6758.66
2023-04-26,Tragamonedas,4649.25,4331.56
2023-07-10,Ruleta,9856.81,3562.62
2023-03-03,Poker,3630.24,4227.11
2023-09-13,Tragamonedas,3653.36,6531.35
2023-01-07,Blackjack,4190.93,5884.46
2023-06-04,Tragamonedas,6081.35,2599.36
2023-04-02,Blackjack,3270.9,2042.15
2023-01-14,Ruleta,9237.61,2207.12
2023-08-17,Tragamonedas,3391.17,3778.74
2023-03-27,Ruleta,9062.34,5336.32
2023-05-13,Poker,1931.28,3770.92
2023-07-02,Blackjack,6909.06,940.68
2023-03-03,Blackjack,9162.87,5203.27
2023-08-07,Ruleta,2518.74,5738.81
2023-09-03,Poker,9714.94,2381.74
2023-08-18,Tragamonedas,5075.95,4816.82
2023-03-20,Tragamonedas,9511.44,3272.85
2023-05-29,Blackjack,7091.38,6279.28
2023-05-18,Ruleta,3714.28,5993.97
2023-11-10,Ruleta,2694.72,3915.31
2023-03-06,Tragamonedas,3733.62,4994.79
2023-01-13,Poker,1837.16,6241.77
2023-08-01,Poker,2294.81,3722.16
2023-08-30,Tragamonedas,1941.94,2536.13
2023-08-01,Tragamonedas,4806.49,5398.83
2023-06-30,Ruleta,8160.21,1930.43
2023-12-04,Poker,2272.45,3025.45
2023-06-22,Tragamonedas,2172.88,6127.23
2023-06-09,Tragamonedas,6790.86,5208.75
2023-06-13,Blackjack,2774.65,3124.77
2023-07-07,Tragamonedas,1878.49,1895.84
2023-07-10,Tragamonedas,2501.64,2813.79
2023-11-04,Poker,9313.58,2346.68
2023-09-13,Ruleta,8393.24,1644.58
2023-07-02,Poker,4186.58,5331.66
2023-04-27,Ruleta,6902.39,2138.45
2023-10-09,Blackjack,5835.48,3452.09
2023-07-15,Tragamonedas,7094.12,3008.09
2023-02-03,Blackjack,7144.04,6883.5
2023-02-21,Ruleta,6658.61,3042.1
2023-04-22,Poker,3394.91,1019.89
2023-09-09,Poker,1351.06,1083.87
2023-03-23,Blackjack,5100.1,4339.9
2023-08-20,Ruleta,9018.76,4395.86
2023-08-15,Blackjack,6125.48,3221.93
2023-08-21,Blackjack,8491.52,3306.98
2023-08-09,Tragamonedas,9924.62,850.56
2023-02-11,Blackjack,2472.55,3857.55
2023-01-21,Tragamonedas,7226.0,3780.81
2023-02-11,Tragamonedas,7068.64,1472.07
2023-04-23,Poker,9819.6,1174.96
2023-04-15,Tragamonedas,9870.41,1303.22
2023-07-11,Tragamonedas,7180.11,1156.68
2023-01-17,Poker,3192.53,4463.1
2023-04-30,Blackjack,8187.0,1777.14
2023-05-09,Ruleta,1963.26,2134.3
2023-05-10,Ruleta,8026.29,1628.22
2023-03-01,Ruleta,9191.77,6725.93
2023-02-17,Blackjack,4445.5,6055.01
2023-01-29,Tragamonedas,6675.72,1998.22
2023-04-07,Ruleta,4871.28,2629.18
