Timestamp,Emisiones_CO2_ton,Fuente_Emision
2023-07-23 10:00:00,0.5,Procesos_Industriales
2023-05-09 06:00:00,0.18,Transporte
2023-10-04 14:00:00,0.49,Procesos_Industriales
2023-07-22 14:00:00,1.39,Transporte
2023-03-17 17:00:00,0.36,Transporte
2023-09-02 11:00:00,0.39,Transporte
2023-08-17 01:00:00,0.94,Generacion_Electrica
2023-06-28 22:00:00,0.89,Generacion_Electrica
2023-01-30 18:00:00,0.35,Procesos_Industriales
2023-05-14 15:00:00,0.32,Generacion_Electrica
2023-06-15 20:00:00,0.26,Transporte
2023-07-02 15:00:00,1.31,Generacion_Electrica
2023-03-26 08:00:00,1.02,Generacion_Electrica
2023-10-13 22:00:00,1.43,Procesos_Industriales
2023-04-19 22:00:00,0.33,Transporte
2023-02-03 18:00:00,0.74,Generacion_Electrica
2023-03-26 14:00:00,1.14,Generacion_Electrica
2023-09-09 09:00:00,0.4,Procesos_Industriales
2023-03-24 04:00:00,1.06,Procesos_Industriales
2023-11-28 10:00:00,0.76,Transporte
2023-02-04 08:00:00,0.7,Procesos_Industriales
2023-03-13 23:00:00,1.0,Transporte
2023-11-09 15:00:00,0.75,Transporte
2023-08-02 09:00:00,1.25,Generacion_Electrica
2023-04-04 00:00:00,1.4,Generacion_Electrica
2023-08-25 16:00:00,0.92,Generacion_Electrica
2023-10-09 01:00:00,0.52,Generacion_Electrica
2023-11-13 21:00:00,1.19,Generacion_Electrica
2023-02-01 18:00:00,0.34,Transporte
2023-01-01 21:00:00,0.23,Generacion_Electrica
2023-04-05 03:00:00,0.83,Generacion_Electrica
2023-07-10 01:00:00,1.01,Generacion_Electrica
2023-10-25 04:00:00,1.27,Transporte
2023-05-18 17:00:00,1.44,Procesos_Industriales
2023-11-20 18:00:00,1.32,Procesos_Industriales
2023-07-23 20:00:00,1.48,Generacion_Electrica
2023-12-25 20:00:00,0.77,Procesos_Industriales
2023-07-04 20:00:00,0.54,Transporte
2023-10-23 17:00:00,0.74,Generacion_Electrica
2023-10-11 22:00:00,1.0,Transporte
2023-12-13 10:00:00,0.81,Transporte
2023-07-26 23:00:00,0.99,Generacion_Electrica
2023-12-26 09:00:00,1.34,Transporte
2023-09-21 19:00:00,0.33,Generacion_Electrica
2023-06-23 13:00:00,0.27,Transporte
2023-05-26 02:00:00,0.8,Procesos_Industriales
2023-12-01 21:00:00,1.47,Procesos_Industriales
2023-05-01 04:00:00,0.18,Procesos_Industriales
2023-04-20 22:00:00,1.48,Transporte
2023-06-11 13:00:00,1.45,Generacion_Electrica
2023-03-09 07:00:00,0.51,Procesos_Industriales
2023-09-08 04:00:00,1.35,Generacion_Electrica
2023-06-08 16:00:00,0.11,Procesos_Industriales
2023-01-10 10:00:00,0.74,Procesos_Industriales
2023-01-23 07:00:00,0.66,Transporte
2023-02-16 18:00:00,1.36,Procesos_Industriales
2023-07-01 21:00:00,0.76,Generacion_Electrica
2023-10-23 09:00:00,0.69,Generacion_Electrica
2023-08-06 05:00:00,1.0,Procesos_Industriales
2023-05-28 06:00:00,0.63,Generacion_Electrica
2023-01-28 10:00:00,0.85,Generacion_Electrica
2023-10-28 18:00:00,1.44,Generacion_Electrica
2023-07-27 23:00:00,0.38,Generacion_Electrica
2023-12-09 00:00:00,0.74,Generacion_Electrica
2023-03-21 07:00:00,0.12,Procesos_Industriales
2023-03-09 04:00:00,1.28,Generacion_Electrica
2023-08-13 21:00:00,0.23,Generacion_Electrica
2023-12-26 11:00:00,0.23,Procesos_Industriales
2023-05-24 23:00:00,1.34,Transporte
2023-03-25 12:00:00,0.67,Generacion_Electrica
2023-04-24 21:00:00,1.06,Transporte
2023-08-07 19:00:00,1.3,Transporte
2023-12-19 06:00:00,0.62,Procesos_Industriales
2023-04-12 17:00:00,0.47,Transporte
2023-11-28 06:00:00,0.34,Transporte
2023-09-09 17:00:00,0.95,Transporte
2023-09-22 15:00:00,0.45,Procesos_Industriales
2023-02-03 15:00:00,0.99,Generacion_Electrica
2023-04-15 16:00:00,0.54,Procesos_Industriales
2023-01-15 21:00:00,0.59,Procesos_Industriales
2023-11-01 15:00:00,0.45,Procesos_Industriales
2023-04-11 01:00:00,0.69,Generacion_Electrica
2023-02-23 02:00:00,0.33,Transporte
2023-02-11 04:00:00,0.55,Generacion_Electrica
2023-01-01 17:00:00,1.19,Transporte
2023-03-14 10:00:00,0.4,Generacion_Electrica
2023-04-26 03:00:00,1.43,Procesos_Industriales
2023-10-04 04:00:00,0.79,Procesos_Industriales
2023-08-02 09:00:00,0.25,Transporte
2023-02-08 01:00:00,1.42,Procesos_Industriales
2023-11-02 13:00:00,0.74,Procesos_Industriales
2023-05-02 08:00:00,0.88,Generacion_Electrica
2023-03-03 07:00:00,0.36,Transporte
2023-05-12 19:00:00,0.57,Generacion_Electrica
2023-08-12 19:00:00,1.09,Generacion_Electrica
2023-12-26 11:00:00,0.27,Procesos_Industriales
2023-06-17 09:00:00,0.9,Generacion_Electrica
2023-04-19 17:00:00,1.07,Transporte
2023-01-04 10:00:00,0.1,Procesos_Industriales
2023-03-16 13:00:00,1.27,Transporte
2023-08-26 20:00:00,0.18,Transporte
2023-11-29 05:00:00,0.45,Transporte
2023-06-21 12:00:00,1.45,Transporte
2023-08-19 06:00:00,0.21,Generacion_Electrica
2023-04-25 05:00:00,1.26,Procesos_Industriales
2023-02-03 05:00:00,1.01,Generacion_Electrica
2023-04-16 06:00:00,0.94,Procesos_Industriales
2023-07-17 23:00:00,0.91,Generacion_Electrica
2023-11-19 03:00:00,0.33,Procesos_Industriales
2023-02-01 18:00:00,1.04,Transporte
2023-07-20 06:00:00,1.43,Transporte
2023-06-10 23:00:00,0.21,Generacion_Electrica
2023-06-03 14:00:00,0.57,Generacion_Electrica
2023-02-01 23:00:00,0.76,Transporte
2023-08-22 09:00:00,0.43,Generacion_Electrica
2023-05-13 17:00:00,1.14,Generacion_Electrica
2023-11-06 13:00:00,1.06,Procesos_Industriales
2023-02-14 21:00:00,0.26,Procesos_Industriales
2023-03-20 18:00:00,0.9,Procesos_Industriales
2023-03-09 18:00:00,0.62,Generacion_Electrica
2023-10-04 22:00:00,0.42,Transporte
2023-03-07 11:00:00,1.29,Transporte
2023-06-03 03:00:00,0.18,Transporte
2023-08-15 08:00:00,0.75,Transporte
2023-07-18 21:00:00,0.77,Procesos_Industriales
2023-07-30 04:00:00,0.9,Procesos_Industriales
2023-07-20 08:00:00,0.38,Generacion_Electrica
2023-06-06 08:00:00,1.32,Transporte
2023-02-25 08:00:00,1.45,Generacion_Electrica
2023-06-21 19:00:00,0.87,Transporte
2023-02-24 15:00:00,0.46,Transporte
2023-07-05 10:00:00,1.33,Generacion_Electrica
2023-04-24 13:00:00,1.48,Procesos_Industriales
2023-11-12 11:00:00,1.14,Generacion_Electrica
2023-04-01 23:00:00,0.57,Generacion_Electrica
2023-01-07 09:00:00,0.43,Transporte
2023-08-21 14:00:00,0.32,Procesos_Industriales
2023-02-03 23:00:00,0.43,Generacion_Electrica
2023-02-16 15:00:00,0.42,Procesos_Industriales
2023-03-31 19:00:00,1.45,Procesos_Industriales
2023-08-04 05:00:00,1.0,Procesos_Industriales
2023-02-20 09:00:00,0.33,Procesos_Industriales
2023-12-27 05:00:00,0.78,Transporte
2023-09-25 20:00:00,0.36,Transporte
2023-02-16 02:00:00,0.95,Transporte
2023-07-04 00:00:00,0.58,Transporte
2023-08-08 08:00:00,0.37,Transporte
2023-02-13 05:00:00,0.44,Generacion_Electrica
2023-05-19 21:00:00,1.05,Procesos_Industriales
2023-01-18 05:00:00,0.67,Transporte
2023-11-26 08:00:00,0.82,Procesos_Industriales
2023-03-22 19:00:00,1.25,Transporte
2023-01-28 07:00:00,1.02,Transporte
2023-11-07 17:00:00,0.75,Generacion_Electrica
2023-04-14 07:00:00,1.44,Procesos_Industriales
2023-08-23 23:00:00,0.4,Transporte
2023-09-04 17:00:00,0.5,Transporte
2023-09-29 16:00:00,1.38,Generacion_Electrica
2023-05-31 06:00:00,1.29,Procesos_Industriales
2023-08-05 19:00:00,0.28,Procesos_Industriales
2023-06-19 02:00:00,1.4,Transporte
2023-07-28 12:00:00,0.11,Generacion_Electrica
2023-09-27 12:00:00,1.25,Generacion_Electrica
2023-11-30 23:00:00,0.49,Transporte
2023-01-14 03:00:00,0.36,Procesos_Industriales
2023-09-10 15:00:00,0.73,Transporte
2023-12-17 12:00:00,1.36,Procesos_Industriales
2023-09-09 17:00:00,1.2,Generacion_Electrica
2023-04-05 05:00:00,1.45,Transporte
2023-11-15 07:00:00,0.86,Transporte
2023-02-05 04:00:00,0.81,Transporte
2023-03-05 02:00:00,0.12,Procesos_Industriales
2023-02-16 04:00:00,0.35,Procesos_Industriales
2023-08-02 11:00:00,0.8,Generacion_Electrica
2023-03-14 02:00:00,1.15,Procesos_Industriales
2023-05-13 17:00:00,1.25,Procesos_Industriales
2023-02-21 14:00:00,0.5,Transporte
2023-08-16 07:00:00,1.1,Generacion_Electrica
2023-05-02 20:00:00,1.26,Generacion_Electrica
2023-10-11 04:00:00,0.62,Transporte
2023-09-09 15:00:00,1.07,Procesos_Industriales
2023-05-29 14:00:00,0.71,Procesos_Industriales
2023-03-02 16:00:00,1.48,Transporte
2023-02-16 05:00:00,0.11,Transporte
2023-03-22 10:00:00,0.68,Procesos_Industriales
2023-11-17 23:00:00,0.47,Generacion_Electrica
2023-01-26 22:00:00,1.29,Transporte
2023-04-08 09:00:00,0.5,Procesos_Industriales
2023-02-22 10:00:00,0.86,Transporte
2023-09-20 12:00:00,1.14,Generacion_Electrica
2023-07-07 13:00:00,0.8,Generacion_Electrica
2023-11-23 16:00:00,0.67,Procesos_Industriales
2023-10-31 17:00:00,0.16,Generacion_Electrica
2023-03-26 07:00:00,0.13,Transporte
2023-02-06 12:00:00,1.44,Generacion_Electrica
2023-10-27 14:00:00,1.0,Procesos_Industriales
2023-04-16 06:00:00,1.26,Transporte
2023-12-22 16:00:00,0.77,Generacion_Electrica
2023-06-03 00:00:00,0.47,Generacion_Electrica
2023-03-21 17:00:00,0.51,Generacion_Electrica
2023-04-12 21:00:00,0.16,Procesos_Industriales
2023-03-03 23:00:00,1.21,Procesos_Industriales
2023-07-23 19:00:00,0.91,Generacion_Electrica
2023-08-07 02:00:00,0.77,Transporte
2023-01-19 17:00:00,1.29,Generacion_Electrica
2023-03-01 11:00:00,0.72,Transporte
2023-04-19 03:00:00,1.43,Transporte
2023-04-05 20:00:00,0.12,Procesos_Industriales
2023-08-29 05:00:00,1.48,Generacion_Electrica
2023-12-18 11:00:00,1.24,Procesos_Industriales
2023-03-30 00:00:00,0.6,Generacion_Electrica
2023-02-12 18:00:00,0.93,Transporte
2023-06-03 20:00:00,1.31,Procesos_Industriales
2023-05-08 01:00:00,0.77,Procesos_Industriales
2023-09-14 02:00:00,0.17,Procesos_Industriales
2023-11-13 00:00:00,1.37,Transporte
2023-10-23 18:00:00,0.82,Procesos_Industriales
2023-09-02 23:00:00,0.86,Generacion_Electrica
2023-12-10 20:00:00,0.12,Generacion_Electrica
2023-07-30 13:00:00,0.24,Transporte
2023-05-31 06:00:00,1.19,Procesos_Industriales
2023-10-05 21:00:00,0.71,Generacion_Electrica
2023-01-17 05:00:00,1.5,Procesos_Industriales
2023-07-12 08:00:00,1.07,Generacion_Electrica
2023-01-11 12:00:00,1.43,Transporte
2023-12-02 12:00:00,0.49,Generacion_Electrica
2023-05-12 22:00:00,0.35,Generacion_Electrica
2023-01-29 23:00:00,0.63,Generacion_Electrica
2023-09-04 19:00:00,0.47,Transporte
2023-07-17 20:00:00,0.96,Generacion_Electrica
2023-11-24 17:00:00,1.14,Transporte
2023-03-04 17:00:00,0.66,Transporte
2023-04-25 07:00:00,0.23,Generacion_Electrica
2023-07-13 22:00:00,0.14,Procesos_Industriales
2023-11-25 17:00:00,0.41,Generacion_Electrica
2023-02-24 02:00:00,1.13,Transporte
2023-07-15 10:00:00,0.41,Procesos_Industriales
2023-06-11 04:00:00,1.38,Generacion_Electrica
2023-11-13 16:00:00,1.01,Generacion_Electrica
2023-10-28 00:00:00,1.31,Generacion_Electrica
2023-01-09 23:00:00,0.64,Generacion_Electrica
2023-09-18 04:00:00,1.48,Generacion_Electrica
2023-01-08 11:00:00,1.05,Procesos_Industriales
2023-04-22 22:00:00,0.6,Generacion_Electrica
2023-11-15 23:00:00,0.4,Transporte
2023-08-21 11:00:00,1.31,Transporte
2023-01-16 16:00:00,0.55,Procesos_Industriales
2023-10-18 00:00:00,0.16,Transporte
2023-12-02 05:00:00,0.49,Procesos_Industriales
2023-03-18 03:00:00,0.35,Transporte
2023-11-20 20:00:00,0.55,Procesos_Industriales
2023-09-01 20:00:00,0.96,Generacion_Electrica
2023-11-12 17:00:00,0.8,Transporte
2023-04-07 23:00:00,1.1,Transporte
2023-11-13 00:00:00,0.57,Procesos_Industriales
2023-12-18 17:00:00,0.27,Procesos_Industriales
2023-10-31 00:00:00,0.32,Procesos_Industriales
2023-04-28 12:00:00,1.22,Transporte
2023-07-17 08:00:00,0.24,Procesos_Industriales
2023-09-27 14:00:00,1.22,Generacion_Electrica
2023-08-22 09:00:00,0.4,Procesos_Industriales
2023-07-22 18:00:00,1.05,Generacion_Electrica
2023-09-29 16:00:00,0.97,Generacion_Electrica
2023-04-25 07:00:00,0.24,Procesos_Industriales
2023-07-10 16:00:00,1.03,Generacion_Electrica
2023-10-27 07:00:00,0.73,Generacion_Electrica
2023-09-24 16:00:00,1.09,Generacion_Electrica
2023-11-20 03:00:00,1.27,Procesos_Industriales
2023-05-10 00:00:00,0.16,Procesos_Industriales
2023-12-01 05:00:00,1.01,Generacion_Electrica
2023-12-08 06:00:00,0.25,Transporte
2023-02-15 05:00:00,0.63,Generacion_Electrica
2023-06-05 09:00:00,0.12,Procesos_Industriales
2023-06-30 08:00:00,0.56,Generacion_Electrica
2023-03-03 23:00:00,0.34,Generacion_Electrica
2023-12-22 20:00:00,0.88,Procesos_Industriales
2023-11-07 13:00:00,0.82,Procesos_Industriales
2023-12-25 13:00:00,1.21,Transporte
2023-11-02 17:00:00,1.0,Generacion_Electrica
2023-10-23 22:00:00,1.1,Generacion_Electrica
2023-02-12 01:00:00,0.23,Generacion_Electrica
2023-07-02 14:00:00,0.14,Transporte
2023-10-07 09:00:00,1.46,Transporte
2023-05-09 07:00:00,0.7,Generacion_Electrica
2023-07-05 12:00:00,0.65,Procesos_Industriales
2023-04-02 02:00:00,0.15,Generacion_Electrica
2023-08-23 14:00:00,0.27,Generacion_Electrica
2023-07-08 06:00:00,1.42,Generacion_Electrica
2023-01-13 16:00:00,1.07,Procesos_Industriales
2023-08-03 02:00:00,0.67,Transporte
2023-05-24 22:00:00,1.37,Transporte
2023-09-11 10:00:00,0.93,Generacion_Electrica
2023-08-11 21:00:00,1.15,Generacion_Electrica
2023-02-05 10:00:00,0.7,Generacion_Electrica
2023-08-27 15:00:00,0.7,Procesos_Industriales
2023-12-28 22:00:00,0.2,Generacion_Electrica
2023-05-29 03:00:00,1.13,Procesos_Industriales
2023-04-22 10:00:00,0.24,Generacion_Electrica
2023-05-23 22:00:00,1.17,Generacion_Electrica
2023-11-11 04:00:00,0.37,Generacion_Electrica
2023-05-12 05:00:00,0.45,Transporte
2023-05-20 11:00:00,1.39,Generacion_Electrica
2023-06-14 13:00:00,0.76,Generacion_Electrica
2023-01-22 00:00:00,0.28,Generacion_Electrica
2023-11-20 13:00:00,1.37,Generacion_Electrica
2023-04-21 14:00:00,0.73,Procesos_Industriales
2023-05-22 22:00:00,0.28,Procesos_Industriales
2023-05-27 13:00:00,0.65,Generacion_Electrica
2023-08-14 12:00:00,0.93,Procesos_Industriales
2023-08-08 01:00:00,0.61,Generacion_Electrica
2023-03-07 19:00:00,1.39,Generacion_Electrica
2023-01-14 01:00:00,0.48,Procesos_Industriales
2023-06-29 19:00:00,0.35,Procesos_Industriales
2023-04-22 23:00:00,0.41,Generacion_Electrica
2023-11-01 14:00:00,0.22,Transporte
2023-08-19 03:00:00,0.73,Generacion_Electrica
2023-07-07 11:00:00,1.33,Generacion_Electrica
2023-07-10 14:00:00,0.53,Transporte
2023-10-14 01:00:00,0.46,Procesos_Industriales
2023-11-18 23:00:00,1.27,Transporte
2023-06-29 19:00:00,0.53,Generacion_Electrica
2023-04-11 14:00:00,0.77,Procesos_Industriales
2023-08-10 11:00:00,0.14,Transporte
2023-07-19 03:00:00,0.5,Transporte
2023-06-09 04:00:00,0.28,Generacion_Electrica
2023-08-30 22:00:00,0.25,Transporte
2023-03-24 01:00:00,0.7,Generacion_Electrica
2023-03-15 07:00:00,0.49,Procesos_Industriales
2023-05-11 05:00:00,0.33,Transporte
2023-10-01 14:00:00,0.82,Procesos_Industriales
2023-11-24 17:00:00,1.2,Procesos_Industriales
2023-04-06 01:00:00,1.13,Generacion_Electrica
2023-08-06 21:00:00,0.45,Transporte
2023-02-16 19:00:00,0.47,Procesos_Industriales
2023-08-31 23:00:00,1.12,Transporte
2023-02-21 10:00:00,0.88,Transporte
2023-10-14 12:00:00,1.14,Transporte
2023-11-12 10:00:00,0.1,Transporte
2023-09-06 04:00:00,0.22,Procesos_Industriales
2023-01-29 02:00:00,1.22,Transporte
2023-08-18 17:00:00,1.29,Generacion_Electrica
2023-04-07 01:00:00,0.58,Generacion_Electrica
2023-02-22 20:00:00,1.44,Transporte
2023-08-01 09:00:00,0.52,Transporte
2023-05-15 05:00:00,1.35,Generacion_Electrica
2023-07-16 15:00:00,0.69,Transporte
2023-06-24 18:00:00,0.89,Procesos_Industriales
2023-02-22 01:00:00,1.0,Transporte
2023-06-17 21:00:00,0.29,Transporte
2023-04-30 04:00:00,0.15,Procesos_Industriales
2023-05-27 09:00:00,0.7,Transporte
2023-05-15 03:00:00,0.32,Procesos_Industriales
2023-12-15 18:00:00,0.87,Procesos_Industriales
2023-04-02 15:00:00,0.74,Generacion_Electrica
2023-07-25 10:00:00,0.27,Generacion_Electrica
2023-07-14 21:00:00,1.03,Transporte
2023-08-17 00:00:00,0.13,Generacion_Electrica
2023-10-07 12:00:00,0.28,Transporte
2023-11-23 17:00:00,1.08,Transporte
2023-11-23 06:00:00,0.84,Generacion_Electrica
2023-04-16 09:00:00,0.49,Generacion_Electrica
2023-11-08 06:00:00,0.35,Transporte
2023-04-14 01:00:00,1.0,Transporte
2023-02-15 05:00:00,0.39,Transporte
2023-11-03 18:00:00,1.48,Procesos_Industriales
2023-07-14 06:00:00,1.32,Transporte
2023-05-24 02:00:00,0.29,Transporte
2023-11-19 00:00:00,1.3,Transporte
2023-04-22 01:00:00,0.58,Generacion_Electrica
2023-12-20 03:00:00,0.79,Generacion_Electrica
2023-07-06 07:00:00,0.3,Procesos_Industriales
2023-09-29 15:00:00,0.27,Transporte
2023-02-02 19:00:00,1.31,Transporte
2023-10-15 17:00:00,0.98,Transporte
2023-11-29 20:00:00,0.74,Transporte
2023-10-28 06:00:00,0.15,Transporte
2023-03-30 21:00:00,1.39,Transporte
2023-04-11 21:00:00,0.63,Generacion_Electrica
2023-06-13 19:00:00,0.68,Procesos_Industriales
2023-09-09 01:00:00,0.51,Generacion_Electrica
2023-08-10 23:00:00,1.35,Generacion_Electrica
2023-10-24 22:00:00,0.58,Generacion_Electrica
2023-12-08 08:00:00,0.34,Procesos_Industriales
2023-07-07 17:00:00,0.8,Transporte
2023-10-14 17:00:00,1.19,Procesos_Industriales
2023-09-29 19:00:00,0.62,Generacion_Electrica
2023-02-03 06:00:00,1.01,Generacion_Electrica
2023-05-25 06:00:00,0.53,Generacion_Electrica
2023-11-09 07:00:00,1.11,Generacion_Electrica
2023-02-25 07:00:00,1.04,Transporte
2023-11-07 09:00:00,1.05,Generacion_Electrica
2023-01-08 17:00:00,1.0,Generacion_Electrica
2023-12-28 05:00:00,0.32,Transporte
2023-10-20 23:00:00,1.34,Generacion_Electrica
2023-10-06 12:00:00,0.92,Transporte
2023-11-13 07:00:00,0.64,Procesos_Industriales
2023-04-25 13:00:00,0.34,Transporte
2023-05-03 17:00:00,1.2,Generacion_Electrica
2023-10-01 10:00:00,0.81,Transporte
2023-05-22 14:00:00,0.31,Generacion_Electrica
2023-12-16 10:00:00,1.39,Generacion_Electrica
2023-12-02 20:00:00,0.25,Procesos_Industriales
2023-01-04 06:00:00,0.83,Generacion_Electrica
2023-02-16 17:00:00,0.95,Generacion_Electrica
2023-05-15 05:00:00,1.5,Generacion_Electrica
2023-04-30 05:00:00,0.3,Transporte
2023-12-26 22:00:00,0.96,Generacion_Electrica
2023-06-25 18:00:00,0.77,Generacion_Electrica
2023-08-27 17:00:00,0.46,Generacion_Electrica
2023-04-24 11:00:00,1.42,Procesos_Industriales
2023-01-15 22:00:00,1.21,Procesos_Industriales
2023-04-06 06:00:00,1.19,Transporte
2023-03-15 13:00:00,1.36,Procesos_Industriales
2023-02-03 12:00:00,1.12,Procesos_Industriales
2023-08-24 09:00:00,0.81,Transporte
2023-04-24 18:00:00,0.65,Procesos_Industriales
2023-09-07 15:00:00,1.09,Generacion_Electrica
2023-11-23 01:00:00,0.94,Generacion_Electrica
2023-01-06 22:00:00,0.86,Generacion_Electrica
2023-01-12 19:00:00,0.92,Procesos_Industriales
2023-10-23 12:00:00,1.02,Transporte
2023-01-16 23:00:00,1.46,Procesos_Industriales
2023-03-07 18:00:00,1.15,Transporte
2023-05-03 17:00:00,0.35,Generacion_Electrica
2023-01-26 23:00:00,0.75,Transporte
2023-01-23 16:00:00,1.05,Generacion_Electrica
2023-11-13 02:00:00,0.35,Procesos_Industriales
2023-02-08 01:00:00,1.41,Procesos_Industriales
2023-04-16 23:00:00,0.21,Transporte
2023-03-14 19:00:00,0.96,Procesos_Industriales
2023-04-01 03:00:00,1.47,Transporte
2023-02-27 09:00:00,1.12,Procesos_Industriales
2023-08-26 20:00:00,1.05,Procesos_Industriales
2023-12-17 14:00:00,1.5,Procesos_Industriales
2023-07-08 19:00:00,1.21,Transporte
2023-03-31 17:00:00,1.46,Transporte
2023-04-23 11:00:00,1.08,Transporte
2023-05-19 08:00:00,1.03,Procesos_Industriales
2023-01-24 14:00:00,1.17,Generacion_Electrica
2023-03-27 02:00:00,0.36,Transporte
2023-04-24 23:00:00,1.23,Generacion_Electrica
2023-08-17 01:00:00,1.46,Transporte
2023-01-31 04:00:00,0.96,Transporte
2023-11-22 19:00:00,0.12,Generacion_Electrica
2023-06-18 16:00:00,0.2,Generacion_Electrica
2023-10-18 20:00:00,0.43,Procesos_Industriales
2023-05-01 18:00:00,0.79,Generacion_Electrica
2023-03-03 00:00:00,0.68,Transporte
2023-08-22 22:00:00,1.47,Generacion_Electrica
2023-10-23 09:00:00,1.42,Generacion_Electrica
2023-01-07 09:00:00,0.65,Generacion_Electrica
2023-10-09 19:00:00,1.21,Generacion_Electrica
2023-09-27 03:00:00,0.99,Procesos_Industriales
2023-06-19 10:00:00,0.44,Transporte
2023-02-03 18:00:00,1.4,Transporte
2023-01-07 06:00:00,0.46,Transporte
2023-12-06 01:00:00,1.32,Procesos_Industriales
2023-02-02 10:00:00,0.99,Generacion_Electrica
2023-06-27 01:00:00,0.97,Transporte
2023-06-15 08:00:00,1.27,Transporte
2023-11-16 11:00:00,0.79,Generacion_Electrica
2023-07-11 12:00:00,1.29,Transporte
2023-11-03 13:00:00,0.87,Generacion_Electrica
2023-04-17 09:00:00,1.48,Procesos_Industriales
2023-06-20 23:00:00,1.02,Transporte
2023-08-30 20:00:00,0.62,Transporte
2023-07-10 04:00:00,1.17,Generacion_Electrica
2023-09-27 08:00:00,0.81,Procesos_Industriales
2023-10-07 19:00:00,1.23,Transporte
2023-06-03 06:00:00,1.27,Generacion_Electrica
2023-06-04 09:00:00,0.96,Procesos_Industriales
2023-05-20 22:00:00,1.32,Generacion_Electrica
2023-06-24 06:00:00,0.66,Transporte
2023-06-15 05:00:00,0.18,Transporte
2023-08-05 16:00:00,1.03,Transporte
2023-07-12 21:00:00,1.17,Generacion_Electrica
2023-09-21 21:00:00,0.2,Procesos_Industriales
2023-11-20 13:00:00,1.18,Transporte
2023-08-22 11:00:00,0.99,Transporte
2023-07-06 10:00:00,0.26,Generacion_Electrica
2023-12-27 07:00:00,0.86,Transporte
2023-10-26 23:00:00,0.25,Generacion_Electrica
2023-01-10 13:00:00,0.55,Transporte
2023-10-11 15:00:00,1.23,Procesos_Industriales
2023-08-22 02:00:00,0.24,Transporte
2023-07-29 03:00:00,0.74,Generacion_Electrica
2023-05-25 21:00:00,0.95,Transporte
2023-05-20 22:00:00,1.42,Generacion_Electrica
2023-02-01 15:00:00,1.13,Generacion_Electrica
2023-02-26 22:00:00,0.29,Generacion_Electrica
2023-12-21 20:00:00,1.46,Procesos_Industriales
2023-02-06 12:00:00,0.77,Procesos_Industriales
2023-01-07 22:00:00,0.62,Transporte
2023-06-02 16:00:00,0.28,Generacion_Electrica
2023-11-07 23:00:00,1.41,Procesos_Industriales
2023-11-03 06:00:00,0.92,Generacion_Electrica
2023-08-26 07:00:00,1.48,Transporte
2023-12-02 12:00:00,0.34,Generacion_Electrica
2023-02-08 15:00:00,0.86,Procesos_Industriales
2023-06-20 20:00:00,0.25,Procesos_Industriales
2023-06-20 14:00:00,0.83,Generacion_Electrica
2023-10-18 23:00:00,1.35,Generacion_Electrica
2023-10-27 18:00:00,0.25,Generacion_Electrica
2023-06-15 13:00:00,0.48,Generacion_Electrica
2023-11-19 16:00:00,1.06,Generacion_Electrica
2023-01-18 05:00:00,0.21,Generacion_Electrica
2023-09-05 00:00:00,0.74,Transporte
2023-03-25 22:00:00,0.57,Transporte
2023-12-30 06:00:00,1.27,Procesos_Industriales
2023-01-01 00:00:00,0.17,Generacion_Electrica
2023-12-19 14:00:00,1.31,Transporte
2023-04-16 11:00:00,1.09,Generacion_Electrica
2023-02-14 15:00:00,0.52,Procesos_Industriales
2023-05-01 07:00:00,0.38,Transporte
2023-09-29 12:00:00,1.43,Generacion_Electrica
2023-11-26 09:00:00,0.88,Generacion_Electrica
2023-03-25 03:00:00,0.58,Generacion_Electrica
2023-05-30 01:00:00,0.16,Generacion_Electrica
2023-09-16 17:00:00,0.33,Generacion_Electrica
2023-03-13 05:00:00,0.94,Generacion_Electrica
2023-03-29 11:00:00,0.82,Procesos_Industriales
2023-09-12 21:00:00,1.16,Generacion_Electrica
2023-12-27 21:00:00,1.27,Generacion_Electrica
2023-04-06 10:00:00,0.66,Transporte
2023-12-22 08:00:00,0.24,Generacion_Electrica
2023-11-29 02:00:00,1.21,Generacion_Electrica
2023-02-01 11:00:00,0.88,Transporte
2023-10-28 12:00:00,1.47,Transporte
2023-03-29 11:00:00,1.21,Generacion_Electrica
2023-01-18 04:00:00,0.56,Procesos_Industriales
2023-06-20 23:00:00,0.7,Transporte
2023-05-05 17:00:00,0.43,Transporte
2023-01-11 06:00:00,0.82,Generacion_Electrica
2023-11-12 02:00:00,1.1,Transporte
2023-10-18 17:00:00,0.96,Generacion_Electrica
2023-11-09 18:00:00,0.58,Procesos_Industriales
2023-12-25 11:00:00,1.25,Procesos_Industriales
2023-10-23 15:00:00,0.25,Generacion_Electrica
2023-05-21 07:00:00,0.3,Procesos_Industriales
2023-04-23 01:00:00,0.67,Generacion_Electrica
2023-01-25 11:00:00,1.08,Transporte
2023-03-03 04:00:00,1.07,Transporte
2023-01-10 16:00:00,0.61,Generacion_Electrica
2023-10-14 21:00:00,1.08,Generacion_Electrica
2023-11-30 19:00:00,0.18,Transporte
2023-10-25 12:00:00,0.51,Generacion_Electrica
2023-03-20 14:00:00,1.07,Transporte
2023-01-13 21:00:00,0.36,Generacion_Electrica
2023-12-03 16:00:00,0.4,Transporte
2023-04-25 12:00:00,0.22,Procesos_Industriales
2023-03-08 16:00:00,0.61,Procesos_Industriales
