Timestamp,Consumo_kWh,Temperatura_C,Humedad_Porcentaje,Produccion_MWh
2023-02-28 02:00:00,100.55,19.65,43.73,13.74
2023-02-28 03:00:00,174.33,27.48,57.5,32.13
2023-02-28 04:00:00,114.63,24.21,40.92,37.82
2023-02-28 05:00:00,87.31,15.79,53.87,21.06
2023-02-28 06:00:00,142.57,15.29,67.96,32.8
2023-02-28 07:00:00,156.02,17.38,43.6,38.61
2023-02-28 08:00:00,75.06,27.98,75.53,43.51
2023-02-28 09:00:00,75.14,26.34,76.38,28.1
2023-02-28 10:00:00,55.5,26.07,44.2,39.91
2023-02-28 11:00:00,160.46,15.64,79.63,22.07
2023-02-28 12:00:00,149.57,24.39,51.9,18.52
2023-02-28 13:00:00,121.19,33.49,43.36,17.49
2023-02-28 14:00:00,176.63,22.95,40.2,24.35
2023-02-28 15:00:00,170.85,27.5,56.34,11.44
2023-02-28 16:00:00,137.8,30.6,65.19,21.32
2023-02-28 17:00:00,180.24,30.68,53.29,36.09
2023-02-28 18:00:00,80.88,25.39,73.47,35.92
2023-02-28 19:00:00,66.79,32.16,68.66,12.94
2023-02-28 20:00:00,90.46,22.83,54.01,21.5
2023-02-28 21:00:00,58.56,32.77,69.37,32.78
2023-02-28 22:00:00,129.68,19.8,77.62,22.74
2023-02-28 23:00:00,190.49,20.6,43.72,26.72
2023-03-01 00:00:00,55.9,16.06,52.24,38.51
2023-03-01 01:00:00,68.32,30.91,58.53,10.37
2023-03-01 02:00:00,117.83,23.34,59.92,21.06
2023-03-01 03:00:00,190.08,19.58,61.69,15.69
2023-03-01 04:00:00,97.42,19.64,52.03,15.1
2023-03-01 05:00:00,126.09,33.03,66.69,48.36
2023-03-01 06:00:00,56.24,31.68,65.8,25.06
2023-03-01 07:00:00,72.25,26.07,63.11,31.08
2023-03-01 08:00:00,197.99,27.32,44.55,39.35
2023-03-01 09:00:00,194.77,24.49,59.08,11.9
2023-03-01 10:00:00,50.74,22.83,54.25,19.64
2023-03-01 11:00:00,192.77,33.31,59.64,43.29
2023-03-01 12:00:00,145.87,17.51,76.87,44.48
2023-03-01 13:00:00,180.19,23.37,59.22,24.92
2023-03-01 14:00:00,118.21,21.89,40.56,24.99
2023-03-01 15:00:00,127.34,24.96,57.55,40.28
2023-03-01 16:00:00,123.33,24.15,72.83,21.8
2023-03-01 17:00:00,150.03,25.38,71.2,14.68
2023-03-01 18:00:00,70.95,17.8,60.54,20.3
2023-03-01 19:00:00,54.5,25.26,49.99,25.49
2023-03-01 20:00:00,96.19,19.85,58.6,12.09
2023-03-01 21:00:00,155.7,18.69,62.55,29.15
2023-03-01 22:00:00,80.28,16.3,79.99,39.6
2023-03-01 23:00:00,151.01,30.25,65.77,30.55
2023-03-02 00:00:00,195.49,23.55,67.77,12.88
2023-03-02 01:00:00,64.09,27.53,59.66,27.61
2023-03-02 02:00:00,150.89,29.55,54.18,38.36
2023-03-02 03:00:00,116.56,28.59,72.52,12.32
2023-03-02 04:00:00,180.22,24.41,59.8,12.39
2023-03-02 05:00:00,76.57,22.76,79.79,24.82
2023-03-02 06:00:00,153.89,22.52,58.28,17.8
2023-03-02 07:00:00,175.72,27.8,42.72,47.39
2023-03-02 08:00:00,191.69,24.9,67.3,33.25
2023-03-02 09:00:00,152.49,31.98,41.87,21.49
2023-03-02 10:00:00,124.58,32.49,50.02,38.19
2023-03-02 11:00:00,142.68,18.41,54.15,25.0
2023-03-02 12:00:00,180.34,17.72,69.58,15.28
2023-03-02 13:00:00,135.59,27.61,59.77,19.49
2023-03-02 14:00:00,54.56,21.02,41.15,35.71
2023-03-02 15:00:00,189.64,15.37,64.67,12.08
2023-03-02 16:00:00,153.43,32.77,56.46,20.91
2023-03-02 17:00:00,151.48,19.54,76.87,18.33
2023-03-02 18:00:00,82.35,33.59,59.98,18.05
2023-03-02 19:00:00,148.83,29.35,68.36,37.31
2023-03-02 20:00:00,109.08,30.25,48.75,43.03
2023-03-02 21:00:00,147.68,19.03,70.44,38.63
2023-03-02 22:00:00,65.99,19.68,68.84,35.83
2023-03-02 23:00:00,148.68,25.43,76.16,46.66
2023-03-03 00:00:00,199.91,18.44,41.35,12.34
2023-03-03 01:00:00,57.23,21.11,57.9,16.7
2023-03-03 02:00:00,196.58,21.43,67.17,26.58
2023-03-03 03:00:00,111.04,18.19,43.81,24.9
2023-03-03 04:00:00,180.61,19.1,56.42,26.72
2023-03-03 05:00:00,167.36,30.77,77.69,18.26
2023-03-03 06:00:00,135.05,18.34,57.44,15.98
2023-03-03 07:00:00,160.77,15.57,79.42,30.37
2023-03-03 08:00:00,181.78,27.59,42.27,47.12
2023-03-03 09:00:00,110.62,34.52,68.71,25.68
2023-03-03 10:00:00,99.05,21.62,63.24,11.73
2023-03-03 11:00:00,150.14,17.37,60.02,38.25
2023-03-03 12:00:00,171.18,26.41,78.83,21.64
2023-03-03 13:00:00,164.34,33.13,45.19,19.8
2023-03-03 14:00:00,169.67,30.68,75.84,22.97
2023-03-03 15:00:00,115.34,27.45,67.65,38.95
2023-03-03 16:00:00,172.68,21.3,50.36,42.75
2023-03-03 17:00:00,68.03,25.84,76.07,33.52
2023-03-03 18:00:00,131.67,16.82,57.17,22.9
2023-03-03 19:00:00,50.86,28.58,72.57,22.42
2023-03-03 20:00:00,98.69,29.5,55.55,14.97
2023-03-03 21:00:00,104.97,34.3,74.04,47.33
2023-03-03 22:00:00,109.43,20.21,65.47,35.53
2023-03-03 23:00:00,154.32,15.37,45.64,11.08
2023-03-04 00:00:00,108.28,25.91,65.99,36.49
2023-03-04 01:00:00,117.3,29.14,47.65,27.89
2023-03-04 02:00:00,85.63,30.81,56.48,48.9
2023-03-04 03:00:00,105.99,18.87,46.81,42.76
2023-03-04 04:00:00,84.09,20.24,40.88,16.85
2023-03-04 05:00:00,60.98,25.25,48.48,38.8
2023-03-04 06:00:00,140.52,21.61,61.45,29.42
2023-03-04 07:00:00,150.23,32.21,59.26,17.48
2023-03-04 08:00:00,142.92,24.48,60.06,37.95
2023-03-04 09:00:00,119.52,30.99,49.91,31.9
2023-03-04 10:00:00,106.97,26.61,67.41,11.21
2023-03-04 11:00:00,179.5,30.46,68.17,35.86
2023-03-04 12:00:00,127.86,21.65,54.32,35.4
2023-03-04 13:00:00,121.88,31.63,75.25,15.76
2023-03-04 14:00:00,53.85,20.49,65.76,23.96
2023-03-04 15:00:00,101.19,25.92,68.52,33.44
2023-03-04 16:00:00,107.03,19.28,51.09,15.55
2023-03-04 17:00:00,109.82,24.51,40.02,44.11
2023-03-04 18:00:00,137.03,21.36,74.62,11.1
2023-03-04 19:00:00,130.04,20.33,72.9,14.11
2023-03-04 20:00:00,141.19,34.34,44.93,14.64
2023-03-04 21:00:00,164.73,18.2,54.96,31.12
2023-03-04 22:00:00,171.95,30.75,66.45,34.8
2023-03-04 23:00:00,157.72,34.68,66.08,26.15
2023-03-05 00:00:00,193.33,15.4,74.41,21.55
2023-03-05 01:00:00,52.73,28.98,45.61,42.37
2023-03-05 02:00:00,79.37,20.06,57.2,12.73
2023-03-05 03:00:00,51.13,15.81,43.89,21.21
2023-03-05 04:00:00,147.12,23.06,55.58,11.56
2023-03-05 05:00:00,184.7,33.7,40.6,10.56
2023-03-05 06:00:00,86.52,15.24,75.93,24.14
2023-03-05 07:00:00,189.06,26.76,61.08,17.79
2023-03-05 08:00:00,59.04,25.03,73.99,20.73
2023-03-05 09:00:00,190.17,32.47,42.4,42.84
2023-03-05 10:00:00,102.74,16.68,49.1,16.52
2023-03-05 11:00:00,65.21,28.63,50.38,41.21
2023-03-05 12:00:00,122.88,28.6,55.47,37.0
2023-03-05 13:00:00,88.52,28.38,72.11,23.06
2023-03-05 14:00:00,92.73,33.85,55.46,31.86
2023-03-05 15:00:00,96.09,31.46,48.19,27.78
2023-03-05 16:00:00,170.45,15.84,42.6,15.14
2023-03-05 17:00:00,130.87,24.42,43.18,46.29
2023-03-05 18:00:00,96.7,22.96,70.4,32.78
2023-03-05 19:00:00,141.55,21.2,57.79,45.21
2023-03-05 20:00:00,157.42,24.03,69.05,42.95
2023-03-05 21:00:00,90.89,22.68,67.29,13.19
2023-03-05 22:00:00,112.03,23.65,45.41,18.29
2023-03-05 23:00:00,68.28,34.59,45.72,15.81
2023-03-06 00:00:00,77.17,16.77,70.21,43.23
2023-03-06 01:00:00,152.17,33.44,68.85,44.5
2023-03-06 02:00:00,77.22,24.6,55.12,31.12
2023-03-06 03:00:00,128.77,27.47,43.1,14.17
2023-03-06 04:00:00,156.36,31.6,40.48,15.42
2023-03-06 05:00:00,66.03,22.21,51.53,42.54
2023-03-06 06:00:00,135.1,23.61,40.37,47.17
2023-03-06 07:00:00,88.48,23.19,49.2,17.98
2023-03-06 08:00:00,194.44,22.49,56.78,10.45
2023-03-06 09:00:00,122.53,33.51,44.86,23.24
2023-03-06 10:00:00,170.9,31.58,44.17,11.22
2023-03-06 11:00:00,132.53,17.18,75.86,43.12
2023-03-06 12:00:00,56.51,17.16,63.42,29.66
2023-03-06 13:00:00,144.97,23.56,77.38,35.67
2023-03-06 14:00:00,192.71,16.97,53.83,26.46
2023-03-06 15:00:00,140.24,27.38,67.09,23.82
2023-03-06 16:00:00,172.88,17.87,48.19,18.89
2023-03-06 17:00:00,182.63,25.45,64.73,40.82
2023-03-06 18:00:00,84.21,15.14,45.18,37.82
2023-03-06 19:00:00,81.81,21.33,40.08,24.43
2023-03-06 20:00:00,141.65,28.54,77.26,22.84
2023-03-06 21:00:00,111.65,24.68,62.2,10.05
2023-03-06 22:00:00,175.98,34.57,77.08,12.54
2023-03-06 23:00:00,185.0,32.48,53.35,34.93
2023-03-07 00:00:00,103.01,22.18,53.11,30.58
2023-03-07 01:00:00,85.53,15.91,56.03,27.39
2023-03-07 02:00:00,167.08,31.91,68.24,43.1
2023-03-07 03:00:00,91.22,33.22,62.63,30.16
2023-03-07 04:00:00,173.39,31.41,77.01,25.38
2023-03-07 05:00:00,113.56,17.56,41.02,16.45
2023-03-07 06:00:00,150.13,34.96,68.33,42.83
2023-03-07 07:00:00,64.33,20.17,53.21,33.05
2023-03-07 08:00:00,143.58,29.48,47.21,13.7
2023-03-07 09:00:00,117.77,33.16,60.42,35.96
2023-03-07 10:00:00,137.99,19.71,60.2,27.0
2023-03-07 11:00:00,75.2,33.17,45.48,42.46
2023-03-07 12:00:00,160.53,21.19,48.08,46.76
2023-03-07 13:00:00,179.42,34.53,56.33,34.02
2023-03-07 14:00:00,82.51,20.63,56.35,39.26
2023-03-07 15:00:00,64.36,34.07,52.7,12.26
2023-03-07 16:00:00,53.55,16.07,45.94,32.41
2023-03-07 17:00:00,146.3,29.19,40.17,40.21
2023-03-07 18:00:00,141.06,25.64,78.81,29.87
2023-03-07 19:00:00,132.0,24.56,77.74,33.74
2023-03-07 20:00:00,84.79,19.47,59.35,45.96
2023-03-07 21:00:00,108.64,29.11,79.8,17.92
2023-03-07 22:00:00,139.17,18.82,66.95,13.93
2023-03-07 23:00:00,124.52,26.06,42.75,37.63
2023-03-08 00:00:00,198.17,20.06,44.71,42.91
2023-03-08 01:00:00,70.47,34.11,76.64,44.02
2023-03-08 02:00:00,154.27,15.57,65.2,35.67
2023-03-08 03:00:00,110.65,18.99,73.73,43.33
2023-03-08 04:00:00,114.23,19.85,75.93,38.03
2023-03-08 05:00:00,157.64,23.28,57.92,13.5
2023-03-08 06:00:00,153.87,19.65,41.94,40.48
2023-03-08 07:00:00,198.69,24.83,47.53,17.17
2023-03-08 08:00:00,69.26,32.45,42.66,19.46
2023-03-08 09:00:00,65.62,29.24,47.55,25.79
2023-03-08 10:00:00,158.65,26.6,56.42,22.58
2023-03-08 11:00:00,136.76,16.78,44.73,22.87
2023-03-08 12:00:00,91.12,28.88,46.67,16.77
2023-03-08 13:00:00,61.91,18.33,57.83,21.75
2023-03-08 14:00:00,62.85,30.73,53.61,10.79
2023-03-08 15:00:00,184.13,20.0,58.71,28.92
2023-03-08 16:00:00,78.78,23.34,57.17,40.74
2023-03-08 17:00:00,98.51,22.01,65.78,44.49
2023-03-08 18:00:00,84.0,32.18,77.49,42.82
2023-03-08 19:00:00,103.25,17.53,44.31,26.66
2023-03-08 20:00:00,60.41,26.31,43.97,39.22
2023-03-08 21:00:00,127.86,17.84,74.11,21.52
2023-03-08 22:00:00,60.14,29.1,60.26,12.22
2023-03-08 23:00:00,170.05,33.1,70.66,37.04
2023-03-09 00:00:00,85.06,23.69,48.62,35.95
2023-03-09 01:00:00,131.0,24.76,73.15,42.07
2023-03-09 02:00:00,182.01,33.55,76.95,34.64
2023-03-09 03:00:00,147.63,25.42,65.42,16.28
2023-03-09 04:00:00,129.94,24.75,44.24,44.13
2023-03-09 05:00:00,98.65,26.57,75.81,35.09
2023-03-09 06:00:00,99.95,28.78,71.7,42.3
2023-03-09 07:00:00,150.42,17.14,70.04,40.96
2023-03-09 08:00:00,199.12,31.42,41.47,21.91
2023-03-09 09:00:00,149.28,23.71,71.96,12.98
2023-03-09 10:00:00,133.67,16.45,45.52,17.06
2023-03-09 11:00:00,159.6,30.72,48.9,13.71
2023-03-09 12:00:00,119.78,22.54,63.09,19.74
2023-03-09 13:00:00,59.02,17.01,50.6,28.38
2023-03-09 14:00:00,134.34,27.68,66.45,46.27
2023-03-09 15:00:00,193.64,32.6,64.32,44.88
2023-03-09 16:00:00,76.3,32.76,44.33,38.74
2023-03-09 17:00:00,153.5,34.15,66.24,10.96
2023-03-09 18:00:00,80.14,32.35,76.96,23.66
2023-03-09 19:00:00,130.37,15.04,46.44,37.29
2023-03-09 20:00:00,64.5,22.6,63.88,15.16
2023-03-09 21:00:00,117.56,31.37,53.67,42.04
2023-03-09 22:00:00,163.42,22.33,58.38,46.58
2023-03-09 23:00:00,102.14,27.03,51.48,24.16
2023-03-10 00:00:00,149.74,27.13,54.17,38.23
2023-03-10 01:00:00,169.32,22.3,41.16,15.93
2023-03-10 02:00:00,189.08,33.09,79.26,37.63
2023-03-10 03:00:00,85.2,25.06,64.99,10.86
2023-03-10 04:00:00,109.9,24.3,60.03,16.03
2023-03-10 05:00:00,72.86,34.95,55.35,38.4
2023-03-10 06:00:00,198.87,24.87,61.57,38.47
2023-03-10 07:00:00,189.05,18.57,55.2,35.65
2023-03-10 08:00:00,130.99,25.26,54.4,29.09
2023-03-10 09:00:00,176.3,31.28,58.56,37.0
2023-03-10 10:00:00,128.14,30.54,51.04,40.95
2023-03-10 11:00:00,143.54,30.77,47.2,48.66
2023-03-10 12:00:00,63.37,29.16,62.26,45.55
2023-03-10 13:00:00,163.29,20.08,73.71,41.78
2023-03-10 14:00:00,69.16,32.24,46.11,37.79
2023-03-10 15:00:00,173.91,32.87,41.31,32.97
2023-03-10 16:00:00,167.3,18.88,49.87,14.82
2023-03-10 17:00:00,156.31,17.61,79.19,16.62
2023-03-10 18:00:00,55.42,34.51,73.15,42.81
2023-03-10 19:00:00,95.47,32.37,63.83,42.13
2023-03-10 20:00:00,89.47,32.86,77.17,34.58
2023-03-10 21:00:00,104.02,32.73,57.81,27.55
2023-03-10 22:00:00,63.15,25.83,79.33,11.04
2023-03-10 23:00:00,190.54,27.93,51.85,23.09
2023-03-11 00:00:00,133.07,25.91,49.61,26.83
2023-03-11 01:00:00,95.83,16.02,65.52,29.43
2023-03-11 02:00:00,109.55,29.91,55.13,47.17
2023-03-11 03:00:00,117.08,25.11,65.05,14.35
2023-03-11 04:00:00,140.09,27.95,52.2,30.75
2023-03-11 05:00:00,127.35,25.05,64.72,24.72
2023-03-11 06:00:00,187.91,24.84,51.03,49.6
2023-03-11 07:00:00,124.54,18.44,42.04,44.47
2023-03-11 08:00:00,198.82,20.57,76.49,27.55
2023-03-11 09:00:00,177.71,18.18,75.33,49.99
2023-03-11 10:00:00,81.28,18.91,78.83,30.56
2023-03-11 11:00:00,189.59,34.46,68.66,16.68
2023-03-11 12:00:00,67.45,18.06,67.31,32.23
2023-03-11 13:00:00,172.62,20.39,62.36,19.05
2023-03-11 14:00:00,107.09,26.81,45.04,35.45
2023-03-11 15:00:00,181.7,27.2,47.57,47.5
2023-03-11 16:00:00,180.21,18.08,51.58,41.45
2023-03-11 17:00:00,170.89,30.87,75.61,20.93
2023-03-11 18:00:00,168.5,30.7,46.92,21.87
2023-03-11 19:00:00,95.7,19.75,76.91,12.77
2023-03-11 20:00:00,62.14,20.77,60.91,21.43
2023-03-11 21:00:00,110.45,33.76,68.62,13.7
2023-03-11 22:00:00,76.03,31.51,44.41,29.98
2023-03-11 23:00:00,154.24,28.96,50.76,38.33
2023-03-12 00:00:00,101.91,16.64,78.34,40.05
2023-03-12 01:00:00,196.34,23.37,50.65,12.38
2023-03-12 02:00:00,146.15,26.19,51.86,23.6
2023-03-12 03:00:00,173.37,18.75,47.9,21.53
2023-03-12 04:00:00,69.88,23.96,45.16,14.17
2023-03-12 05:00:00,179.3,27.02,49.33,24.5
2023-03-12 06:00:00,188.41,21.55,65.69,21.97
2023-03-12 07:00:00,123.06,30.62,58.21,35.38
2023-03-12 08:00:00,140.94,31.81,62.15,45.33
2023-03-12 09:00:00,164.72,21.47,44.89,28.19
2023-03-12 10:00:00,76.23,31.77,72.08,39.87
2023-03-12 11:00:00,125.38,17.07,71.36,15.84
2023-03-12 12:00:00,109.8,31.75,40.86,45.8
2023-03-12 13:00:00,71.96,18.06,55.34,16.1
2023-03-12 14:00:00,105.13,16.66,42.75,17.68
2023-03-12 15:00:00,60.23,27.84,71.68,14.26
2023-03-12 16:00:00,53.87,24.44,69.49,22.39
2023-03-12 17:00:00,70.27,33.16,76.08,32.1
2023-03-12 18:00:00,194.47,22.26,49.46,49.52
2023-03-12 19:00:00,132.43,20.74,58.25,41.73
2023-03-12 20:00:00,194.87,25.01,47.38,25.22
2023-03-12 21:00:00,114.87,24.12,54.85,33.03
2023-03-12 22:00:00,96.77,21.89,60.89,34.93
2023-03-12 23:00:00,125.92,28.87,42.13,42.91
2023-03-13 00:00:00,115.93,30.19,68.59,39.46
2023-03-13 01:00:00,65.85,32.06,61.73,32.77
2023-03-13 02:00:00,146.12,34.46,73.16,36.77
2023-03-13 03:00:00,82.41,20.33,50.87,39.84
2023-03-13 04:00:00,142.94,29.32,76.13,15.33
2023-03-13 05:00:00,147.53,22.89,79.95,18.02
2023-03-13 06:00:00,72.8,28.54,76.77,37.54
2023-03-13 07:00:00,59.2,24.52,71.12,44.02
2023-03-13 08:00:00,167.11,34.88,72.49,26.37
2023-03-13 09:00:00,118.97,29.58,62.95,49.2
2023-03-13 10:00:00,58.72,34.05,47.61,18.64
2023-03-13 11:00:00,199.23,31.7,67.08,26.67
2023-03-13 12:00:00,58.67,33.06,68.51,25.14
2023-03-13 13:00:00,154.26,31.29,79.42,47.21
2023-03-13 14:00:00,197.55,24.18,61.65,21.42
2023-03-13 15:00:00,85.88,20.04,50.85,28.83
2023-03-13 16:00:00,71.34,22.41,67.35,17.49
2023-03-13 17:00:00,68.21,15.4,79.18,30.85
2023-03-13 18:00:00,95.49,25.48,47.09,44.3
2023-03-13 19:00:00,65.16,25.1,53.04,22.16
2023-03-13 20:00:00,153.82,25.51,61.68,42.43
2023-03-13 21:00:00,59.34,34.48,46.81,46.45
2023-03-13 22:00:00,126.41,33.23,40.89,12.92
2023-03-13 23:00:00,199.5,18.23,53.48,40.26
2023-03-14 00:00:00,172.1,22.38,74.61,20.21
2023-03-14 01:00:00,142.28,23.48,41.74,17.01
2023-03-14 02:00:00,95.94,22.21,57.16,34.04
2023-03-14 03:00:00,143.58,30.97,70.49,38.22
2023-03-14 04:00:00,129.06,25.48,78.13,25.79
2023-03-14 05:00:00,113.91,26.44,79.42,11.57
2023-03-14 06:00:00,69.61,32.06,56.88,46.35
2023-03-14 07:00:00,182.99,31.12,78.02,39.23
2023-03-14 08:00:00,117.47,17.64,41.42,20.87
2023-03-14 09:00:00,79.19,29.28,69.84,29.87
2023-03-14 10:00:00,105.16,23.71,65.71,11.11
2023-03-14 11:00:00,112.12,20.89,49.98,23.57
2023-03-14 12:00:00,174.13,16.0,60.29,30.9
2023-03-14 13:00:00,160.04,24.74,45.18,30.69
2023-03-14 14:00:00,165.4,22.11,74.86,18.33
2023-03-14 15:00:00,51.65,20.03,54.32,41.07
2023-03-14 16:00:00,112.42,28.89,65.04,21.95
2023-03-14 17:00:00,122.2,30.39,46.35,33.22
2023-03-14 18:00:00,52.88,19.9,48.25,20.86
2023-03-14 19:00:00,88.97,15.99,79.68,27.01
2023-03-14 20:00:00,164.04,31.98,70.12,18.3
2023-03-14 21:00:00,70.57,15.2,78.48,35.32
2023-03-14 22:00:00,130.3,33.74,51.83,27.02
2023-03-14 23:00:00,82.28,27.55,46.58,10.64
2023-03-15 00:00:00,51.82,21.44,60.12,11.13
2023-03-15 01:00:00,86.18,19.93,59.79,28.85
2023-03-15 02:00:00,196.38,15.18,47.0,17.33
2023-03-15 03:00:00,170.23,19.71,69.33,33.4
2023-03-15 04:00:00,193.94,17.75,54.47,26.33
2023-03-15 05:00:00,123.18,27.24,47.45,36.18
2023-03-15 06:00:00,66.46,18.33,53.28,48.1
2023-03-15 07:00:00,132.19,25.57,62.55,31.15
2023-03-15 08:00:00,118.16,26.8,69.06,41.5
2023-03-15 09:00:00,176.65,20.96,59.28,40.12
2023-03-15 10:00:00,64.71,15.7,61.02,46.87
2023-03-15 11:00:00,123.24,15.75,45.56,18.56
2023-03-15 12:00:00,72.51,15.53,76.59,43.09
2023-03-15 13:00:00,98.7,29.78,77.15,46.22
2023-03-15 14:00:00,160.6,21.36,67.34,25.71
2023-03-15 15:00:00,121.4,30.93,40.71,22.55
2023-03-15 16:00:00,106.38,23.63,61.48,48.08
2023-03-15 17:00:00,109.17,24.06,65.17,35.11
2023-03-15 18:00:00,118.92,25.26,79.79,25.23
2023-03-15 19:00:00,167.75,29.26,79.84,41.67
2023-03-15 20:00:00,183.81,20.47,74.3,22.18
2023-03-15 21:00:00,193.3,17.43,42.55,17.06
2023-03-15 22:00:00,168.04,26.12,78.13,31.76
2023-03-15 23:00:00,97.31,21.54,64.51,32.65
2023-03-16 00:00:00,153.22,23.85,72.04,43.03
2023-03-16 01:00:00,115.64,27.94,56.29,28.28
2023-03-16 02:00:00,88.2,24.88,52.79,42.58
2023-03-16 03:00:00,176.13,27.41,58.53,22.45
2023-03-16 04:00:00,55.76,25.88,45.87,33.01
2023-03-16 05:00:00,185.26,29.8,54.28,18.34
2023-03-16 06:00:00,119.22,29.12,74.3,25.42
2023-03-16 07:00:00,145.58,25.68,41.52,44.3
2023-03-16 08:00:00,148.9,28.58,46.04,18.64
2023-03-16 09:00:00,184.27,32.47,45.0,42.41
2023-03-16 10:00:00,145.5,23.65,56.12,21.31
2023-03-16 11:00:00,142.09,23.26,79.88,11.38
2023-03-16 12:00:00,60.0,30.28,46.93,14.4
2023-03-16 13:00:00,127.76,26.65,45.82,39.84
2023-03-16 14:00:00,72.53,16.42,76.6,20.48
2023-03-16 15:00:00,160.62,32.84,75.28,36.17
2023-03-16 16:00:00,126.83,15.62,41.29,37.97
2023-03-16 17:00:00,152.03,29.97,70.07,23.8
2023-03-16 18:00:00,56.25,30.18,66.22,29.0
2023-03-16 19:00:00,62.72,34.06,70.71,26.15
2023-03-16 20:00:00,157.45,16.08,59.78,47.89
2023-03-16 21:00:00,60.81,26.94,79.66,22.8
2023-03-16 22:00:00,60.69,23.56,41.75,17.33
2023-03-16 23:00:00,51.82,21.61,49.37,24.62
2023-03-17 00:00:00,193.48,16.81,55.86,36.78
2023-03-17 01:00:00,160.63,26.25,57.99,37.89
2023-03-17 02:00:00,102.99,24.58,76.85,46.96
2023-03-17 03:00:00,94.48,17.09,62.4,45.27
2023-03-17 04:00:00,102.46,27.25,41.8,21.53
2023-03-17 05:00:00,166.2,29.76,56.31,28.21
2023-03-17 06:00:00,149.21,30.35,56.66,39.89
2023-03-17 07:00:00,77.78,33.11,78.62,46.66
2023-03-17 08:00:00,76.12,23.19,63.97,23.49
2023-03-17 09:00:00,64.76,34.06,65.43,27.78
2023-03-17 10:00:00,149.05,32.31,68.53,45.98
2023-03-17 11:00:00,164.66,20.93,70.8,24.34
2023-03-17 12:00:00,89.76,18.19,65.4,29.22
2023-03-17 13:00:00,53.14,23.71,49.49,46.18
2023-03-17 14:00:00,62.33,23.04,74.96,42.09
2023-03-17 15:00:00,195.18,26.51,69.28,19.74
2023-03-17 16:00:00,94.32,26.67,69.67,22.99
2023-03-17 17:00:00,165.38,30.0,79.86,24.12
2023-03-17 18:00:00,143.7,25.2,72.1,46.51
2023-03-17 19:00:00,107.29,17.1,73.17,49.96
2023-03-17 20:00:00,80.85,32.17,78.06,40.96
2023-03-17 21:00:00,68.21,21.2,46.05,29.37
2023-03-17 22:00:00,142.25,34.43,59.91,10.41
2023-03-17 23:00:00,166.2,17.36,63.22,37.9
2023-03-18 00:00:00,146.59,34.17,53.17,25.57
2023-03-18 01:00:00,129.55,16.82,73.58,35.32
2023-03-18 02:00:00,56.29,19.62,70.5,34.27
2023-03-18 03:00:00,195.27,15.93,68.84,29.23
2023-03-18 04:00:00,169.81,29.1,79.89,47.78
2023-03-18 05:00:00,93.92,32.01,50.38,10.93
2023-03-18 06:00:00,197.0,23.68,69.42,38.49
2023-03-18 07:00:00,140.28,33.57,62.06,26.39
2023-03-18 08:00:00,137.36,26.81,52.52,38.55
2023-03-18 09:00:00,162.21,27.6,46.42,37.01
2023-03-18 10:00:00,171.77,31.91,75.84,10.41
2023-03-18 11:00:00,148.47,20.94,63.82,21.41
2023-03-18 12:00:00,69.21,22.09,73.0,17.56
2023-03-18 13:00:00,100.74,33.12,61.81,16.68
2023-03-18 14:00:00,189.21,33.02,48.8,39.14
2023-03-18 15:00:00,83.69,34.53,53.5,19.58
2023-03-18 16:00:00,105.83,33.04,55.26,28.99
2023-03-18 17:00:00,114.81,17.55,78.92,19.88
2023-03-18 18:00:00,115.91,31.47,40.23,33.21
2023-03-18 19:00:00,141.94,23.2,79.43,38.82
2023-03-18 20:00:00,191.46,34.82,79.22,23.24
2023-03-18 21:00:00,86.1,24.45,79.85,34.12
2023-03-18 22:00:00,68.23,26.08,59.06,42.99
2023-03-18 23:00:00,79.62,25.6,78.55,13.77
2023-03-19 00:00:00,183.04,21.43,55.82,38.43
2023-03-19 01:00:00,146.87,16.5,41.05,22.93
2023-03-19 02:00:00,92.89,32.91,48.97,14.91
2023-03-19 03:00:00,172.39,31.05,77.81,31.83
2023-03-19 04:00:00,179.21,17.79,40.55,19.05
2023-03-19 05:00:00,176.98,30.54,61.84,42.85
2023-03-19 06:00:00,187.84,27.52,43.02,11.72
2023-03-19 07:00:00,87.84,23.18,51.46,13.95
2023-03-19 08:00:00,163.26,20.08,43.52,30.84
2023-03-19 09:00:00,119.08,32.19,74.38,33.56
2023-03-19 10:00:00,176.3,29.0,63.64,39.2
2023-03-19 11:00:00,159.27,25.95,76.08,20.37
2023-03-19 12:00:00,166.47,27.19,67.53,43.67
2023-03-19 13:00:00,148.42,16.82,78.84,48.13
2023-03-19 14:00:00,76.61,24.48,60.4,29.96
2023-03-19 15:00:00,131.75,18.87,65.55,40.42
2023-03-19 16:00:00,197.7,19.17,63.05,30.99
2023-03-19 17:00:00,190.61,28.23,59.37,12.78
2023-03-19 18:00:00,56.48,33.23,73.84,23.04
2023-03-19 19:00:00,74.72,23.08,65.78,13.5
2023-03-19 20:00:00,69.76,19.15,72.05,49.56
2023-03-19 21:00:00,158.9,27.97,71.45,19.16
2023-03-19 22:00:00,172.67,32.42,47.64,35.44
2023-03-19 23:00:00,82.03,29.97,66.01,21.37
2023-03-20 00:00:00,125.88,32.38,47.99,36.13
2023-03-20 01:00:00,176.11,25.73,63.33,18.42
2023-03-20 02:00:00,159.92,30.04,67.1,41.41
